order_id,customer_id,customer_name,age,gender,email,city,state,pincode,country,order_date,delivery_date,order_status,product_category,product_name,quantity,unit_price,total_price,discount_%,payment_method,shipping_carrier,delivery_days,express_delivery,warehouse_location,rating,review_sentiment,return_requested,customer_loyalty_tier
ORD100854,CUST8258,Michael Johnson,29,Female,thomasturner@example.org,Surrey,British Columbia,533308,Canada,10-09-2024,25-09-2024,Returned,Sports,Yoga Mat,3,39835.01,83653.52,30,Credit Card,FedEx,15,yes,Toronto Hub,3.8,,Yes,Platinum
ORD100855,CUST6910,Heather Allen,27,M,englisheric@example.com,Houston,Texas,290391,USA,13-06-2024,15-06-2024,Returned,Fashion,Sneakers,9,24790.56,189647.78,15,upi,FedEx,2,Yes,Texas Hub,1.9,,Yes,Silver
ORD100856,CUST7488,Joel Bennett,35,M,vargasrenee@example.org,Mysuru,Karnataka,943535,India,26-07-2025,,Cancelled,Books,Comic Book,6,9549.97,51569.84,10,COD,FedEx,2,Yes,Mumbai Hub,1.1,Negative,Yes,Gold
ORD100857,CUST4514,Lauren Gutierrez,37,Male,nicholaslopez@example.org,Albany,New York,275327,USA,18-04-2026,,Cancelled,Home & Kitchen,Air Fryer,6,57166.36,240098.71,30,Credit Card,DHL,13,Yes,Texas Hub,3.6,Negative,Yes,Gold
ORD100858,CUST8494,Willie Hawkins,28,female,amartinez@example.net,Salem,Tamil Nadu,345739,India,06-09-2025,16-09-2025,Shipped,Books,Textbook,4,39419.1,149792.58,5,UPI,BlueDart,10,yes,Chennai Hub,2.9,Negative,Yes,Platinum
ORD100859,CUST8152,Barbara Mendoza,62,Other,daniellegarza@example.com,Victoria,British Columbia,489577,Canada,17-06-2024,28-06-2024,Delivered,Books,Textbook,7,9514.46,66601.22,,Credit Card,UPS,11,No,Toronto Hub,,Negative,No,Gold
ORD100860,CUST9520,Deborah Drake,58,Female,amy08@example.org,Rohini,Delhi,972522,India,12-12-2024,25-12-2024,Returned,Fashion,Saree,1,9033.01,7678.06,15,Cash on Delivery,BlueDart,13,No,Bengaluru Hub,4.7,Positive,No,Gold
ORD100861,CUST3472,Nicholas Kerr,49,F,carterjonathan@example.com,Downtown Dubai,Dubai,590284,UAE,11-03-2026,21-03-2026,Shipped,Sports,Dumbbells,2,12282.04,23335.88,5,Credit Card,DHL,10,No,Dubai Hub,2.8,Neutral,Yes,Gold
ORD100862,CUST9596,John Baker,51,F,jeffrey79@example.org,Bur Dubai,Dubai,157936,UAE,25-06-2024,27-06-2024,Delivered,Fashion,Kurti,3,18387.89,55163.67,,Debit Card,Aramex,2,no,Abu Dhabi Hub,2.9,Negative,Yes,Silver
ORD100863,CUST2833,Jason White,37,M,barbara43@example.org,Dundee,Scotland,996919,UK,27-11-2025,,Cancelled,Sports,Yoga Mat,1,16287.49,12215.62,25,Credit Card,Royal Mail,11,no,Manchester Hub,5,Negative,Yes,Platinum
ORD100864,CUST3237,Shannon Christensen DVM,37,M,shenderson@example.com,Jumeirah,Dubai,267382,UAE,09-02-2025,23-02-2025,Returned,Sports,Badminton Racket,10,45024.66,382709.61,15,UPI,Emirates Post,14,Yes,Dubai Hub,1.2,Neutral,Yes,Platinum
ORD100865,CUST4321,Noah Brewer,36,Female,stephenscandace@example.com,Pune,Maharashtra,592326,India,01-08-2024,07-08-2024,Returned,Books,Biography,6,54156.84,292446.94,10,Debit Card,Delhivery,6,Yes,Kolkata Hub,,Negative,No,Platinum
ORD100866,CUST7830,Jorge Boone,54,Other,rebeccaflowers@example.org,Vancouver,British Columbia,460705,Canada,01-05-2025,05-05-2025,Shipped,Sports,Badminton Racket,5,32990.53,140209.75,15,Net Banking,FedEx,4,No,Vancouver Hub,1.8,,No,Platinum
ORD100867,CUST3752,Susan Parker,58,Female,robin94@example.net,Liverpool,England,796036,UK,05-06-2024,,Pending,Electronics,Smartphone,8,18073.13,144585.04,0,Debit card,Royal Mail,9,Yes,Manchester Hub,,Negative,Yes,Bronze
ORD100868,CUST3730,Miss Cheryl Love,50,female,rtucker@example.net,Buffalo,New York,607116,USA,27-06-2025,01-07-2025,Shipped,Books,Self-Help Book,9,25605.63,207405.6,10,Credit Card,FedEx,4,No,Los Angeles Hub,3.8,Neutral,Yes,Bronze
ORD100869,CUST1028,Jesse Jones,44,Other,carolyn00@example.net,Bur Dubai,Dubai,481197,UAE,02-09-2025,08-09-2025,Delivered,Beauty,Lipstick,1,25319.69,24053.71,5,Credit Card,Emirates Post,6,no,Dubai Hub,2.7,Negative,No,Bronze
ORD100870,CUST1436,Mackenzie Aguilar,24,female,hubbardrobert@example.org,Sydney,New South Wales,141577,Australia,04-05-2025,,Pending,Fashion,T-Shirt,3,61260.22,183780.66,,Credit Card,Australia Post,12,No,Melbourne Hub,2.9,Neutral,No,Gold
ORD100871,CUST1557,Mark Wright,29,Other,heather40@example.com,London,Ontario,361841,Canada,25-03-2025,03-04-2025,Shipped,Beauty,Face Wash,4,28808.72,115234.88,0,UPI,Canada Post,9,yes,Vancouver Hub,1.7,Negative,No,Silver
ORD100872,CUST7821,Julie Winters,60,Other,clin@example.com,Wollongong,New South Wales,899596,Australia,11-01-2026,12-01-2026,Returned,Home & Kitchen,Pressure Cooker,8,32487.53,220915.2,15,Debit Card,StarTrack,1,Yes,Melbourne Hub,1.3,Neutral,No,Gold
ORD100873,CUST8876,John Curtis,30,female,jamescook@example.com,London,Ontario,884749,Canada,01-01-2025,03-01-2025,Delivered,Beauty,Sunscreen,7,74070.45,362945.2,30,Debit card,UPS,2,No,Vancouver Hub,4.6,,No,Bronze
ORD100874,CUST9156,Ashley Oliver,64,F,simpsonchristopher@example.net,Geelong,Victoria,982995,Australia,29-10-2024,,Cancelled,Beauty,Sunscreen,6,30673.4,138030.3,25,COD,Australia Post,2,no,Melbourne Hub,3.5,Negative,Yes,Gold
ORD100875,CUST2398,Amy Hamilton,49,Female,ericperkins@example.org,Madurai,Tamil Nadu,399667,India,25-08-2025,26-08-2025,Returned,Sports,Yoga Mat,6,43165.75,207195.6,20,Credit Card,FedEx,1,no,Kolkata Hub,3,Neutral,Yes,Gold
ORD100876,CUST6530,Audrey Chavez,32,Other,williamsonmarc@example.net,Buffalo,New York,272992,USA,03-06-2025,15-06-2025,Returned,Sports,Dumbbells,2,46418.04,78910.67,15,UPI,FedEx,12,No,Texas Hub,3.4,,No,Gold
ORD100877,CUST3710,Tom Campbell,39,Male,sarahporter@example.org,Toronto,Ontario,383969,Canada,05-09-2025,,Pending,Toys,Barbie Doll,3,34887.1,83729.04,20,credit card,FedEx,13,yes,Toronto Hub,3.2,Negative,No,Platinum
ORD100878,CUST8440,Rebecca Santana,60,Male,styler@example.com,New York City,New York,698700,USA,31-10-2024,,Cancelled,Grocery,Dry Fruits,5,70240.34,298521.44,15,UPI,UPS,12,No,New York Hub,1.4,Negative,Yes,Silver
ORD100879,CUST4983,Allison Jones,44,Male,sara03@example.net,Newcastle,New South Wales,608553,Australia,03-03-2025,16-03-2025,Returned,Fashion,Saree,8,5598.74,33592.44,25,Cash on Delivery,Couriers Please,13,No,Sydney Hub,1.8,,No,Bronze
ORD100880,CUST8304,Traci Lindsey,33,M,jensentara@example.org,Dallas,Texas,675554,USA,23-01-2026,,Pending,Toys,Puzzle,8,25721.37,205770.96,0,UPI,DHL,12,yes,Texas Hub,,,Yes,Gold
ORD100881,CUST3784,David Hall,65,Male,henry63@example.org,Buffalo,New York,257439,USA,09-03-2026,,Cancelled,Beauty,Moisturiser,10,1442,10815,25,UPI,USPS,12,Yes,Texas Hub,4.3,Positive,No,Bronze
ORD100882,CUST3804,Marissa Evans,32,M,tamararichards@example.net,Saket,Delhi,605285,India,11-10-2025,17-10-2025,Shipped,Home & Kitchen,Curtains,4,47723.03,152713.7,20,upi,Ekart,6,no,Bengaluru Hub,4.4,Negative,No,Silver
ORD100883,CUST2769,Anthony Williams,59,M,mackstacy@example.org,Bengaluru,Karnataka,941871,India,20-01-2026,,Pending,Beauty,Lipstick,1,36906.33,36906.33,,Debit Card,BlueDart,14,yes,Kolkata Hub,4.8,Negative,Yes,Platinum
ORD100884,CUST2895,Brianna Reynolds,32,Female,frobinson@example.com,Al Ain,Abu Dhabi,451432,UAE,06-04-2026,07-04-2026,Shipped,Grocery,Olive Oil,9,50860.7,411971.67,10,Debit Card,DHL,1,No,Abu Dhabi Hub,1.7,Negative,No,Bronze
ORD100885,CUST6767,Anne Johnson,51,female,jacobgoodman@example.org,San Francisco,California,532296,USA,27-01-2025,03-02-2025,Shipped,Toys,Remote Car,8,26188.2,188555.04,10,COD,DHL,7,Yes,Los Angeles Hub,4.4,Positive,No,Bronze
ORD100886,CUST9928,Patrick Bryant,50,Other,ndrake@example.net,Pune,Maharashtra,763565,India,02-01-2026,14-01-2026,Shipped,Fashion,Jacket,9,34573.9,311165.1,,upi,FedEx,12,no,Bengaluru Hub,4.4,Neutral,Yes,Bronze
ORD100887,CUST3518,Mia Saunders,29,male,kendramora@example.org,Wollongong,New South Wales,398783,Australia,30-12-2024,,Cancelled,Electronics,Smartphone,4,19222.09,76888.36,0,COD,Couriers Please,15,no,Sydney Hub,3.6,Neutral,No,Platinum
ORD100888,CUST9492,Brandon Hernandez,56,Female,terri13@example.com,Manchester,England,701530,UK,30-05-2025,03-06-2025,Returned,Fashion,Sneakers,1,1712.97,1284.73,25,Debit card,Parcelforce,4,yes,London Hub,4.3,Neutral,No,Platinum
ORD100889,CUST1657,David Chandler,20,male,ajohnson@example.org,Yas Island,Abu Dhabi,467083,UAE,29-04-2024,,Pending,Books,Textbook,8,11577.96,78730.13,15,upi,FedEx,1,yes,Abu Dhabi Hub,1.6,Negative,Yes,Platinum
ORD100890,CUST8493,Sarah Novak,21,female,andrea32@example.net,Al Ain,Abu Dhabi,810093,UAE,15-12-2025,26-12-2025,Delivered,Grocery,Protein Powder,7,55317.05,309775.48,20,Debit card,FedEx,11,Yes,Abu Dhabi Hub,3,Neutral,No,Platinum
ORD100891,CUST6849,Matthew Wade,30,male,acraig@example.com,Saket,Delhi,983353,India,25-05-2025,,Pending,Books,Self-Help Book,10,77460.95,619687.6,20,upi,DTDC,5,no,Kolkata Hub,,Positive,No,Gold
ORD100892,CUST1036,Jacqueline Myers,31,Male,chenderson@example.com,Buffalo,New York,405052,USA,06-10-2025,13-10-2025,Shipped,Electronics,Laptop,6,37464.82,224788.92,,Credit Card,FedEx,7,yes,Los Angeles Hub,3.8,Negative,No,Platinum
ORD100893,CUST7015,Billy Chavez,25,M,vegasuzanne@example.net,Downtown Dubai,Dubai,481780,UAE,20-03-2026,,Cancelled,Sports,Badminton Racket,10,60035.47,510301.49,15,UPI,DHL,6,No,Abu Dhabi Hub,,,Yes,Platinum
ORD100894,CUST4085,Daniel Jones,58,female,gillscott@example.org,Coimbatore,Tamil Nadu,527461,India,20-08-2025,,Cancelled,Toys,Puzzle,1,38140.84,30512.67,20,upi,FedEx,14,No,Mumbai Hub,1.8,,No,Gold
ORD100895,CUST7924,Sarah Raymond,19,Other,kelly58@example.net,Aberdeen,Scotland,661476,UK,15-05-2024,29-05-2024,Shipped,Beauty,Lipstick,7,44396.03,310772.21,0,COD,DHL,14,yes,London Hub,,Negative,No,Platinum
ORD100896,CUST9148,Paula Shaffer,59,Male,stevenmerritt@example.com,Downtown Dubai,Dubai,618556,UAE,15-07-2024,18-07-2024,Shipped,Books,Textbook,9,33088.11,223344.74,25,Debit Card,Aramex,3,yes,Dubai Hub,,Negative,No,Platinum
ORD100897,CUST4842,Mr. Darryl Johnson,22,female,riveraalyssa@example.com,Liverpool,England,727776,UK,03-07-2025,17-07-2025,Delivered,Toys,Barbie Doll,8,76438.69,550358.57,10,Debit card,DHL,14,no,Manchester Hub,2.3,Neutral,No,Gold
ORD100898,CUST6772,Alejandro Bryant,24,M,hawkinsmark@example.com,Sydney,New South Wales,105451,Australia,13-12-2024,25-12-2024,Returned,Fashion,Kurti,1,17646.26,12352.38,30,credit card,Couriers Please,12,No,Melbourne Hub,4.7,Neutral,No,Gold
ORD100899,CUST3872,Megan Silva,21,female,elizabeth73@example.com,Deira,Dubai,653531,UAE,13-05-2024,28-05-2024,Returned,Grocery,Organic Rice,7,341863.05,1914433.08,20,COD,Aramex,15,Yes,Dubai Hub,3.3,Negative,No,Platinum
ORD100900,CUST4181,Kim Garcia,56,female,davisrhonda@example.com,Wollongong,New South Wales,522949,Australia,18-11-2025,29-11-2025,Returned,Toys,Remote Car,2,68296.76,136593.52,0,UPI,StarTrack,11,no,Melbourne Hub,,,No,Gold
ORD100901,CUST8012,Anthony Johnson DDS,42,female,raymondconley@example.com,Melbourne,Victoria,728040,Australia,23-01-2026,26-01-2026,Shipped,Sports,Dumbbells,9,16125.1,101588.13,30,UPI,Couriers Please,3,No,Melbourne Hub,2.4,Neutral,Yes,Gold
ORD100902,CUST3517,Michael Barnes,26,Male,maureen67@example.org,San Francisco,California,937946,USA,23-11-2025,07-12-2025,Delivered,Sports,Yoga Mat,8,4194.18,31875.77,5,Net Banking,DHL,14,No,Los Angeles Hub,1.8,,No,Gold
ORD100903,CUST2970,Johnathan Smith,62,female,kayla71@example.com,Musaffah,Abu Dhabi,408228,UAE,07-01-2025,,Cancelled,Fashion,Jacket,10,79028.96,671746.16,15,Debit card,DHL,15,no,Abu Dhabi Hub,2.5,Neutral,No,Bronze
ORD100904,CUST9448,Christine Velazquez,38,male,cooleyaudrey@example.com,London,England,777210,UK,09-02-2026,15-02-2026,Shipped,Toys,Puzzle,9,50663.28,455969.52,0,UPI,DHL,6,yes,London Hub,,Neutral,Yes,Bronze
ORD100905,CUST5168,Cynthia Bailey,63,F,jackjordan@example.net,Los Angeles,California,467305,USA,30-10-2025,05-11-2025,Shipped,Beauty,Face Wash,3,25627.62,76882.86,0,COD,DHL,6,no,Los Angeles Hub,2.3,Neutral,Yes,Gold
ORD100906,CUST2568,Jason Martinez,48,male,dustinyoung@example.net,Mumbai,Maharashtra,460692,India,10-05-2025,,Cancelled,Books,Biography,10,65320.38,555223.23,15,COD,Ekart,7,Yes,Delhi Hub,4.9,Neutral,Yes,Bronze
ORD100907,CUST6935,Carlos Jacobson,61,Other,juliehester@example.org,Edinburgh,Scotland,261282,UK,18-10-2025,26-10-2025,Returned,Sports,Cricket Bat,4,78291.27,234873.81,25,Credit Card,Parcelforce,8,no,Manchester Hub,,Neutral,No,Gold
ORD100908,CUST4184,Eric Elliott,58,F,bakertamara@example.com,Chennai,Tamil Nadu,713163,India,26-09-2025,05-10-2025,Returned,Grocery,Green Tea,10,62442.73,499541.84,20,Debit card,Delhivery,9,No,Delhi Hub,1.1,Positive,Yes,Gold
ORD100909,CUST6382,Lisa Costa,37,female,donnastone@example.org,Bendigo,Victoria,858412,Australia,27-04-2025,07-05-2025,Shipped,Sports,Badminton Racket,7,33648.7,176655.67,25,Net Banking,Couriers Please,10,Yes,Melbourne Hub,5,Negative,Yes,Bronze
ORD100910,CUST3027,Thomas Nash,62,female,georgehatfield@example.org,Mumbai,Maharashtra,907891,India,02-08-2025,13-08-2025,Shipped,Home & Kitchen,Air Fryer,10,4463.99,33479.92,25,Debit card,DTDC,11,Yes,Kolkata Hub,,Negative,No,Bronze
ORD100911,CUST4253,Kelsey Buckley,31,Female,johncarter@example.net,Khalifa City,Abu Dhabi,387947,UAE,18-01-2025,,Pending,Grocery,Dry Fruits,7,3514.18,24599.26,0,Cash on Delivery,Emirates Post,6,no,Dubai Hub,4.7,,Yes,Silver
ORD100912,CUST4490,Danielle Morse,56,Other,bking@example.org,Sacramento,California,313595,USA,05-01-2025,,Pending,Home & Kitchen,Curtains,10,8282.36,70400.06,15,Credit Card,FedEx,8,no,Los Angeles Hub,2.5,Positive,No,Bronze
ORD100913,CUST9607,Amanda Hart,34,female,andrewchristian@example.net,Deira,Dubai,260167,UAE,27-05-2025,02-06-2025,Shipped,Grocery,Organic Rice,2,24951.67,49903.34,0,upi,DHL,6,Yes,Abu Dhabi Hub,2.7,Neutral,Yes,Platinum
ORD100914,CUST7160,Susan Brooks,20,Female,laurenfowler@example.org,Mumbai,Maharashtra,876570,India,21-12-2024,31-12-2024,Delivered,Toys,Board Game,9,51889.41,467004.69,,COD,Delhivery,10,no,Mumbai Hub,3.1,Neutral,No,Platinum
ORD100915,CUST8644,Brian Moses,18,Male,lynchjulie@example.com,New Delhi,Delhi,305232,India,12-03-2025,,Cancelled,Home & Kitchen,Air Fryer,9,46472.57,313689.85,25,Debit Card,Ekart,3,yes,Delhi Hub,,Positive,Yes,Gold
ORD100916,CUST9395,Dr. Lisa Walsh,42,M,bmartinez@example.org,Glasgow,Scotland,976888,UK,16-04-2026,,Cancelled,Toys,Remote Car,3,52353.39,125648.14,20,COD,Royal Mail,1,No,London Hub,2.5,Positive,No,Silver
ORD100917,CUST5169,Crystal White,31,male,kimberly19@example.net,Mangaluru,Karnataka,794672,India,31-07-2024,11-08-2024,Returned,Grocery,Dry Fruits,3,16701.97,50105.91,,Cash on Delivery,DTDC,11,Yes,Delhi Hub,4.6,Positive,Yes,Silver
ORD100918,CUST7424,Kirk Guerra,48,female,stanleyvanessa@example.net,Edinburgh,Scotland,980490,UK,06-06-2025,,Cancelled,Home & Kitchen,Air Fryer,9,31143.6,280292.4,0,Credit Card,Royal Mail,11,No,Manchester Hub,,Neutral,Yes,Platinum
ORD100919,CUST3919,Melanie Martinez,53,Male,mathewsjoshua@example.org,Pune,Maharashtra,924954,India,07-03-2026,16-03-2026,Delivered,Beauty,Face Wash,1,43101.19,43101.19,0,upi,BlueDart,9,no,Delhi Hub,3.5,Negative,No,Platinum
ORD100920,CUST1154,Shannon Diaz,31,Male,yolanda91@example.com,Coimbatore,Tamil Nadu,725147,India,28-08-2025,,Cancelled,Electronics,Laptop,6,30858.47,185150.82,,Debit card,Ekart,3,yes,Bengaluru Hub,4.8,,Yes,Bronze
ORD100921,CUST8592,Joshua Holland,27,male,hthompson@example.com,Toronto,Ontario,948217,Canada,22-06-2025,04-07-2025,Delivered,Sports,Cricket Bat,2,39023.27,66339.56,15,Debit card,Purolator,12,yes,Toronto Hub,1.3,Neutral,No,Gold
ORD100922,CUST3274,Cheryl Smith,64,Female,susanwilson@example.net,Pune,Maharashtra,240949,India,06-05-2024,09-05-2024,Returned,Sports,Badminton Racket,5,10113.09,37924.09,25,upi,Delhivery,3,No,Mumbai Hub,4.2,Positive,Yes,Silver
ORD100923,CUST5927,Erika Harris,31,Male,marvin12@example.net,Yas Island,Abu Dhabi,679293,UAE,18-10-2024,29-10-2024,Delivered,Beauty,Sunscreen,3,37724.94,113174.82,0,Debit card,FedEx,11,yes,Dubai Hub,2.3,,No,Silver
ORD100924,CUST1967,Susan Tran,38,Male,darlene75@example.net,Ballarat,Victoria,632835,Australia,16-05-2025,18-05-2025,Delivered,Grocery,Organic Rice,10,28724.71,287247.1,0,Debit card,Couriers Please,2,yes,Sydney Hub,2.7,Positive,No,Platinum
ORD100925,CUST3598,Justin Coleman,65,F,aliciajones@example.com,Mangaluru,Karnataka,201471,India,21-08-2025,02-09-2025,Shipped,Grocery,Olive Oil,9,65465.59,530271.28,10,UPI,Ekart,12,Yes,Bengaluru Hub,2.5,Neutral,Yes,Bronze
ORD100926,CUST9834,Scott Levine,43,Female,johnmay@example.org,Mysuru,Karnataka,841635,India,01-09-2025,,Pending,Books,Self-Help Book,8,27532.75,220262,,Debit Card,DTDC,7,yes,Delhi Hub,2.4,,Yes,Gold
ORD100927,CUST4549,Joshua Richardson,40,M,washingtonbrandon@example.com,Geelong,Victoria,831712,Australia,27-07-2025,02-08-2025,Delivered,Sports,Cricket Bat,9,15859.61,142736.49,0,credit card,StarTrack,6,no,Melbourne Hub,3,,No,Gold
ORD100928,CUST6407,Mark Wright,33,female,webbheather@example.org,Wollongong,New South Wales,785022,Australia,07-01-2026,17-01-2026,Shipped,Home & Kitchen,Mixer Grinder,1,30719.76,23039.82,25,UPI,StarTrack,10,no,Melbourne Hub,1.3,Positive,Yes,Platinum
ORD100929,CUST8217,Tara Mccann,64,M,adamskimberly@example.org,Hamilton,Ontario,785454,Canada,14-04-2025,25-04-2025,Delivered,Books,Self-Help Book,8,15188.24,121505.92,0,Credit Card,Purolator,11,no,Toronto Hub,1.8,Neutral,No,Gold
ORD100930,CUST7930,Roger Moore,57,F,michael31@example.com,Saket,Delhi,335554,India,08-08-2024,,Pending,Home & Kitchen,Pressure Cooker,1,58617.97,41032.58,30,Debit Card,DTDC,13,yes,Bengaluru Hub,4.5,Neutral,Yes,Silver
ORD100931,CUST1333,Tara Roberts,24,male,michelemcdowell@example.net,Yas Island,Abu Dhabi,135958,UAE,08-03-2026,21-03-2026,Shipped,Toys,Puzzle,1,39568.42,29676.31,25,Net Banking,Aramex,13,yes,Dubai Hub,1.6,,Yes,Bronze
ORD100932,CUST7358,Julia Craig,43,M,vroberts@example.net,Toronto,Ontario,980132,Canada,23-07-2025,27-07-2025,Shipped,Toys,Remote Car,2,62575.79,100121.26,20,Debit Card,UPS,4,no,Vancouver Hub,,Positive,Yes,Bronze
ORD100933,CUST5106,April Powell,45,M,velazquezjoseph@example.net,Surrey,British Columbia,624965,Canada,10-01-2025,25-01-2025,Delivered,Home & Kitchen,Pressure Cooker,5,7859.12,39295.6,,upi,Canada Post,15,No,Toronto Hub,3.4,,No,Silver
ORD100934,CUST3009,Russell Cunningham,64,F,thomasmarcus@example.net,Rohini,Delhi,536582,India,24-09-2025,,Cancelled,Home & Kitchen,Curtains,6,33612.13,201672.78,0,UPI,Delhivery,9,No,Kolkata Hub,2.4,Negative,No,Silver
ORD100935,CUST1705,Eugene Miranda,62,M,christian52@example.org,Dallas,Texas,284748,USA,17-05-2025,21-05-2025,Returned,Beauty,Hair Oil,8,66480.43,478659.1,10,Net Banking,UPS,4,no,New York Hub,3.6,Positive,Yes,Platinum
ORD100936,CUST2069,Jeremy Boyd,53,Male,jacksondestiny@example.net,Salem,Tamil Nadu,834966,India,05-12-2025,,Cancelled,Books,Textbook,3,70722.24,180341.71,15,COD,Ekart,12,no,Delhi Hub,3.7,Negative,No,Gold
ORD100937,CUST6011,Kayla Horn,65,male,matthewmartinez@example.com,Bengaluru,Karnataka,263748,India,12-02-2025,15-02-2025,Returned,Home & Kitchen,Curtains,8,23403.42,187227.36,,Net Banking,Ekart,3,no,Delhi Hub,4.7,Negative,No,Platinum
ORD100938,CUST2354,Matthew Patel,23,male,jorgebarnes@example.net,Sacramento,California,780182,USA,25-03-2025,04-04-2025,Shipped,Electronics,Smartphone,8,19018.11,152144.88,,Net Banking,USPS,10,no,New York Hub,4.4,,Yes,Silver
ORD100939,CUST2950,Kenneth Knox,20,F,javier93@example.com,Sydney,New South Wales,453132,Australia,29-03-2025,12-04-2025,Returned,Fashion,Jeans,4,38215.7,129933.38,15,Credit Card,Australia Post,14,yes,Sydney Hub,1.2,,Yes,Platinum
ORD100940,CUST6591,Donald Arellano,34,female,popeamy@example.org,San Diego,California,310703,USA,27-02-2025,,Cancelled,Sports,Badminton Racket,9,36348.23,327134.07,,credit card,FedEx,2,no,Texas Hub,1.2,,Yes,Platinum
ORD100941,CUST9054,Jeffrey Sullivan II,37,female,carrollgeorge@example.net,Bendigo,Victoria,612905,Australia,09-07-2024,,Cancelled,Books,Self-Help Book,3,45338.71,102012.1,25,Debit Card,Couriers Please,4,No,Melbourne Hub,3.2,Negative,No,Silver
ORD100942,CUST7122,Kelly Mason MD,34,M,raven88@example.com,Bendigo,Victoria,329744,Australia,04-02-2025,16-02-2025,Delivered,Toys,LEGO Set,4,2913.62,9323.58,20,Debit card,Couriers Please,12,no,Melbourne Hub,3.6,Negative,Yes,Gold
ORD100943,CUST6651,Catherine Delacruz,54,M,carrollpatrick@example.net,Dallas,Texas,426480,USA,05-05-2025,,Pending,Books,Comic Book,4,59911.2,203698.08,15,credit card,DHL,7,no,New York Hub,3.7,Neutral,Yes,Silver
ORD100944,CUST4617,Brianna Kim,24,F,vparker@example.org,Pune,Maharashtra,682300,India,18-03-2025,26-03-2025,Returned,Toys,Remote Car,9,30431.6,205413.3,25,Cash on Delivery,Delhivery,8,No,Kolkata Hub,,Positive,Yes,Silver
ORD100945,CUST1110,Andrew Pena,60,female,kaylawilson@example.com,Syracuse,New York,670070,USA,07-07-2025,12-07-2025,Delivered,Toys,Barbie Doll,1,4011.43,4011.43,0,Debit Card,FedEx,5,Yes,Texas Hub,2.4,Neutral,No,Platinum
ORD100946,CUST3509,Thomas Lewis,23,Other,kwalker@example.com,Vancouver,British Columbia,733386,Canada,15-08-2024,,Pending,Fashion,T-Shirt,1,57305.1,45844.08,20,Debit Card,FedEx,13,yes,Toronto Hub,2.6,Neutral,Yes,Bronze
ORD100947,CUST9103,Kathleen Williams,44,Male,peterskaren@example.com,Edinburgh,Scotland,733129,UK,01-11-2024,03-11-2024,Delivered,Fashion,Jeans,4,74955.83,284832.15,5,Debit Card,Parcelforce,2,No,Manchester Hub,2,Positive,Yes,Gold
ORD100948,CUST8992,Antonio Nguyen,40,M,harriszachary@example.com,Bendigo,Victoria,957411,Australia,22-11-2024,01-12-2024,Delivered,Sports,Cricket Bat,9,11078.19,99703.71,,Debit card,Australia Post,9,no,Sydney Hub,4.7,Positive,No,Silver
ORD100949,CUST9942,Allison Todd,33,Other,goodwinkatelyn@example.org,Birmingham,England,641695,UK,01-10-2025,09-10-2025,Returned,Grocery,Organic Rice,10,36467.47,346440.96,5,credit card,Parcelforce,8,no,London Hub,,Negative,No,Platinum
ORD100950,CUST5566,Paul Ortiz,55,M,bonillanicole@example.net,New York City,New York,824115,USA,20-07-2024,21-07-2024,Returned,Beauty,Moisturiser,2,67772.61,115213.44,15,Net Banking,DHL,1,Yes,Texas Hub,,Neutral,No,Bronze
ORD100951,CUST9166,Julia Jones,24,Female,burkeheather@example.net,Jumeirah,Dubai,176908,UAE,06-07-2024,08-07-2024,Returned,Fashion,Saree,7,24435.97,128288.84,25,COD,Aramex,2,yes,Dubai Hub,3.6,Neutral,Yes,Silver
ORD100952,CUST4555,Justin Ayala,57,male,hineschristian@example.net,Rohini,Delhi,178092,India,08-08-2025,23-08-2025,Shipped,Beauty,Hair Oil,5,29833.2,111874.5,25,Debit card,BlueDart,15,Yes,Mumbai Hub,2.1,Neutral,No,Gold
ORD100953,CUST6474,Patricia Suarez,64,F,tristanjenkins@example.org,San Antonio,Texas,537247,USA,29-08-2024,31-08-2024,Shipped,Grocery,Protein Powder,9,49402.5,355698,20,UPI,UPS,2,no,Texas Hub,3.9,Negative,No,Platinum
ORD100954,CUST6662,Greg Clark,42,male,lisa96@example.net,Newcastle,New South Wales,167676,Australia,16-09-2025,19-09-2025,Shipped,Sports,Badminton Racket,6,53155.13,318930.78,0,Cash on Delivery,Australia Post,3,No,Sydney Hub,,,No,Gold
ORD100955,CUST3639,Margaret Suarez,36,female,cummingssusan@example.com,San Francisco,California,850970,USA,27-12-2025,09-01-2026,Shipped,Toys,Puzzle,10,26604.88,266048.8,,upi,USPS,13,No,New York Hub,3.2,Neutral,No,Gold
ORD100956,CUST4768,Krista Lee,44,female,qrobinson@example.net,Deira,Dubai,870415,UAE,07-09-2024,10-09-2024,Delivered,Home & Kitchen,Mixer Grinder,1,50307.72,50307.72,,UPI,FedEx,3,Yes,Dubai Hub,4.4,Negative,No,Gold
ORD100957,CUST7450,Kyle Moyer IV,26,Male,charrington@example.com,Nagpur,Maharashtra,134604,India,03-06-2024,,Cancelled,Electronics,Tablet,7,17885.26,93897.61,25,Debit card,BlueDart,6,no,Bengaluru Hub,1.7,Positive,No,Platinum
